"subj" "item" "condition" "rt" "rcpos"
"6336" "14.dat" 7 "d" 845 "2"
"6337" "14.dat" 7 "d" 409 "3"
"6338" "14.dat" 7 "d" 500 "4"
"6339" "14.dat" 7 "d" 635 "5"
"6367" "14.dat" 14 "c" 2312 "1"
"6368" "14.dat" 14 "c" 2222 "2"
"6369" "14.dat" 14 "c" 1678 "3"
"6370" "14.dat" 14 "c" 1995 "4"
"6371" "14.dat" 14 "c" 409 "5"
"6466" "14.dat" 21 "b" 635 "1"
"6467" "14.dat" 21 "b" 635 "2"
"6468" "14.dat" 21 "b" 590 "3"
"64693" "14.dat" 21 "b" 1089 "4"
"647010" "14.dat" 21 "b" 1751 "5"
"6527" "14.dat" 8 "a" 636 "1"
"6528" "14.dat" 8 "a" 1162 "2"
"6529" "14.dat" 8 "a" 770 "3"
"6530" "14.dat" 8 "a" 1587 "4"
"6531" "14.dat" 8 "a" 716 "5"
"6573" "14.dat" 17 "b" 454 "1"
"6574" "14.dat" 17 "b" 590 "2"
"6575" "14.dat" 17 "b" 364 "3"
"6576" "14.dat" 17 "b" 590 "4"
"6577" "14.dat" 17 "b" 482 "5"
"66371" "14.dat" 22 "c" 1270 "1"
"663810" "14.dat" 22 "c" 1678 "2"
"66392" "14.dat" 22 "c" 364 "3"
"66401" "14.dat" 22 "c" 862 "4"
"66413" "14.dat" 22 "c" 635 "5"
"6656" "14.dat" 20 "a" 817 "1"
"6657" "14.dat" 20 "a" 590 "2"
"6658" "14.dat" 20 "a" 454 "3"
"6659" "14.dat" 20 "a" 590 "4"
"6660" "14.dat" 20 "a" 1088 "5"
"66791" "14.dat" 9 "b" 454 "1"
"66808" "14.dat" 9 "b" 409 "2"
"66811" "14.dat" 9 "b" 364 "3"
"66821" "14.dat" 9 "b" 545 "4"
"66831" "14.dat" 9 "b" 3355 "5"
"6795" "14.dat" 11 "d" 771 "1"
"6796" "14.dat" 11 "d" 1570 "2"
"6797" "14.dat" 11 "d" 1542 "3"
"6798" "14.dat" 11 "d" 817 "4"
"6799" "14.dat" 11 "d" 454 "5"
"6856" "14.dat" 23 "d" 1360 "1"
"6857" "14.dat" 23 "d" 1270 "2"
"6858" "14.dat" 23 "d" 681 "3"
"6859" "14.dat" 23 "d" 2448 "4"
"6860" "14.dat" 23 "d" 572 "5"
"6912" "14.dat" 6 "c" 590 "1"
"6913" "14.dat" 6 "c" 1678 "2"
"6914" "14.dat" 6 "c" 409 "3"
"6915" "14.dat" 6 "c" 635 "4"
"6916" "14.dat" 6 "c" 454 "5"
"6960" "14.dat" 5 "b" 415 "1"
"6961" "14.dat" 5 "b" 308 "2"
"6962" "14.dat" 5 "b" 372 "3"
"6963" "14.dat" 5 "b" 596 "4"
"6964" "14.dat" 5 "b" 496 "5"
"6985" "14.dat" 10 "c" 723 "1"
"6986" "14.dat" 10 "c" 664 "2"
"6987" "14.dat" 10 "c" 573 "3"
"6988" "14.dat" 10 "c" 420 "4"
"6989" "14.dat" 10 "c" 732 "5"
"7006" "14.dat" 15 "d" 953 "1"
"7007" "14.dat" 15 "d" 635 "2"
"7008" "14.dat" 15 "d" 364 "3"
"7009" "14.dat" 15 "d" 437 "4"
"7010" "14.dat" 15 "d" 1270 "5"
"7026" "14.dat" 3 "d" 843 "1"
"7027" "14.dat" 3 "d" 771 "2"
"7028" "14.dat" 3 "d" 499 "3"
"7029" "14.dat" 3 "d" 1451 "4"
"7030" "14.dat" 3 "d" 409 "5"
"7121" "14.dat" 16 "a" 527 "1"
"7122" "14.dat" 16 "a" 409 "2"
"7123" "14.dat" 16 "a" 409 "3"
"7124" "14.dat" 16 "a" 364 "4"
"7125" "14.dat" 16 "a" 862 "5"
"7168" "14.dat" 2 "c" 771 "1"
"7169" "14.dat" 2 "c" 364 "2"
"7170" "14.dat" 2 "c" 1179 "3"
"7171" "14.dat" 2 "c" 545 "4"
"7172" "14.dat" 2 "c" 635 "5"
"720610" "14.dat" 19 "d" 907 "1"
"72076" "14.dat" 19 "d" 998 "2"
"72081" "14.dat" 19 "d" 635 "3"
"72091" "14.dat" 19 "d" 998 "4"
"721010" "14.dat" 19 "d" 409 "5"
"7256" "14.dat" 24 "a" 1063 "1"
"7257" "14.dat" 24 "a" 486 "2"
"7258" "14.dat" 24 "a" 509 "3"
"7259" "14.dat" 24 "a" 722 "4"
"7260" "14.dat" 24 "a" 722 "5"
"7298" "14.dat" 18 "c" 663 "1"
"7299" "14.dat" 18 "c" 635 "2"
"7300" "14.dat" 18 "c" 635 "3"
"7301" "14.dat" 18 "c" 952 "4"
"7302" "14.dat" 18 "c" 499 "5"
"7318" "14.dat" 12 "a" 409 "1"
"7319" "14.dat" 12 "a" 454 "2"
"7320" "14.dat" 12 "a" 499 "3"
"7321" "14.dat" 12 "a" 1043 "4"
"7322" "14.dat" 12 "a" 545 "5"
"7341" "14.dat" 13 "b" 590 "1"
"7342" "14.dat" 13 "b" 590 "2"
"7343" "14.dat" 13 "b" 590 "3"
"7344" "14.dat" 13 "b" 545 "4"
"7345" "14.dat" 13 "b" 1406 "5"
"7389" "14.dat" 4 "a" 319 "1"
"73906" "14.dat" 4 "a" 454 "2"
"73911" "14.dat" 4 "a" 409 "3"
"73926" "14.dat" 4 "a" 319 "4"
"73931" "14.dat" 4 "a" 364 "5"
"7447" "14.dat" 1 "b" 364 "1"
"7448" "14.dat" 1 "b" 590 "2"
"7449" "14.dat" 1 "b" 500 "3"
"7450" "14.dat" 1 "b" 500 "4"
"7451" "14.dat" 1 "b" 2992 "5"
"7559" "15.dat" 10 "d" 817 "1"
"7560" "15.dat" 10 "d" 907 "2"
"7561" "15.dat" 10 "d" 1587 "3"
"7562" "15.dat" 10 "d" 681 "4"
"7563" "15.dat" 10 "d" 409 "5"
"76071" "15.dat" 5 "c" 635 "1"
"76081" "15.dat" 5 "c" 726 "2"
"76091" "15.dat" 5 "c" 409 "3"
"76101" "15.dat" 5 "c" 454 "4"
"76115" "15.dat" 5 "c" 409 "5"
"7640" "15.dat" 8 "b" 1996 "1"
"7641" "15.dat" 8 "b" 1264 "2"
"7642" "15.dat" 8 "b" 538 "3"
"7643" "15.dat" 8 "b" 968 "4"
"7644" "15.dat" 8 "b" 1274 "5"
"7715" "15.dat" 15 "a" 726 "1"
"7716" "15.dat" 15 "a" 635 "2"
"7717" "15.dat" 15 "a" 454 "3"
"7718" "15.dat" 15 "a" 454 "4"
"7719" "15.dat" 15 "a" 635 "5"
"7747" "15.dat" 11 "a" 635 "1"
"7748" "15.dat" 11 "a" 862 "2"
"7749" "15.dat" 11 "a" 681 "3"
"7750" "15.dat" 11 "a" 1678 "4"
"7751" "15.dat" 11 "a" 3627 "5"
"7841" "15.dat" 4 "b" 455 "1"
"7842" "15.dat" 4 "b" 907 "2"
"7843" "15.dat" 4 "b" 409 "3"
"7844" "15.dat" 4 "b" 364 "4"
"7845" "15.dat" 4 "b" 454 "5"
"7887" "15.dat" 23 "a" 500 "1"
"7888" "15.dat" 23 "a" 500 "2"
"7889" "15.dat" 23 "a" 409 "3"
"7890" "15.dat" 23 "a" 409 "4"
"78911" "15.dat" 23 "a" 500 "5"
"7964" "15.dat" 3 "a" 500 "1"
"7965" "15.dat" 3 "a" 590 "2"
"7966" "15.dat" 3 "a" 364 "3"
"7967" "15.dat" 3 "a" 409 "4"
"7968" "15.dat" 3 "a" 392 "5"
"8026" "15.dat" 17 "c" 590 "1"
"80277" "15.dat" 17 "c" 3492 "2"
"80281" "15.dat" 17 "c" 364 "3"
"80291" "15.dat" 17 "c" 319 "4"
"80301" "15.dat" 17 "c" 319 "5"
"8074" "15.dat" 21 "c" 590 "1"
"8075" "15.dat" 21 "c" 635 "2"
"8076" "15.dat" 21 "c" 364 "3"
"8077" "15.dat" 21 "c" 364 "4"
"8078" "15.dat" 21 "c" 454 "5"
"8123" "15.dat" 16 "b" 409 "1"
"8124" "15.dat" 16 "b" 409 "2"
"8125" "15.dat" 16 "b" 319 "3"
"8126" "15.dat" 16 "b" 319 "4"
"8127" "15.dat" 16 "b" 635 "5"
"8143" "15.dat" 7 "a" 359 "1"
"8144" "15.dat" 7 "a" 324 "2"
"8145" "15.dat" 7 "a" 324 "3"
"8146" "15.dat" 7 "a" 324 "4"
"8147" "15.dat" 7 "a" 654 "5"
"8178" "15.dat" 24 "b" 755 "1"
"8179" "15.dat" 24 "b" 1137 "2"
"8180" "15.dat" 24 "b" 678 "3"
"8181" "15.dat" 24 "b" 460 "4"
"8182" "15.dat" 24 "b" 1313 "5"
"8234" "15.dat" 13 "c" 1044 "1"
"8235" "15.dat" 13 "c" 2721 "2"
"8236" "15.dat" 13 "c" 409 "3"
"8237" "15.dat" 13 "c" 455 "4"
"8238" "15.dat" 13 "c" 409 "5"
"8281" "15.dat" 9 "c" 590 "1"
"8282" "15.dat" 9 "c" 500 "2"
"8283" "15.dat" 9 "c" 908 "3"
"8284" "15.dat" 9 "c" 455 "4"
"8285" "15.dat" 9 "c" 347 "5"
"8325" "15.dat" 20 "b" 636 "1"
"83261" "15.dat" 20 "b" 980 "2"
"83271" "15.dat" 20 "b" 590 "3"
"83281" "15.dat" 20 "b" 681 "4"
"83291" "15.dat" 20 "b" 953 "5"
"8390" "15.dat" 18 "d" 409 "1"
"8391" "15.dat" 18 "d" 409 "2"
"8392" "15.dat" 18 "d" 319 "3"
"8393" "15.dat" 18 "d" 364 "4"
"8394" "15.dat" 18 "d" 1316 "5"
"8498" "15.dat" 22 "d" 1053 "1"
"8499" "15.dat" 22 "d" 393 "2"
"8500" "15.dat" 22 "d" 313 "3"
"8501" "15.dat" 22 "d" 312 "4"
"8502" "15.dat" 22 "d" 434 "5"
"85631" "15.dat" 1 "c" 635 "1"
"85641" "15.dat" 1 "c" 953 "2"
"85651" "15.dat" 1 "c" 500 "3"
"85661" "15.dat" 1 "c" 527 "4"
"85671" "15.dat" 1 "c" 500 "5"
"8612" "15.dat" 19 "a" 455 "1"
"8613" "15.dat" 19 "a" 454 "2"
"8614" "15.dat" 19 "a" 454 "3"
"8615" "15.dat" 19 "a" 500 "4"
"8616" "15.dat" 19 "a" 409 "5"
"8634" "15.dat" 12 "b" 545 "1"
"8635" "15.dat" 12 "b" 3537 "2"
"8636" "15.dat" 12 "b" 681 "3"
"8637" "15.dat" 12 "b" 409 "4"
"8638" "15.dat" 12 "b" 409 "5"
"86571" "15.dat" 6 "d" 500 "1"
"86581" "15.dat" 6 "d" 1180 "2"
"86591" "15.dat" 6 "d" 364 "3"
"86601" "15.dat" 6 "d" 1298 "4"
"86611" "15.dat" 6 "d" 545 "5"
"86901" "15.dat" 14 "d" 499 "1"
"86911" "15.dat" 14 "d" 500 "2"
"86921" "15.dat" 14 "d" 319 "3"
"86931" "15.dat" 14 "d" 409 "4"
"86941" "15.dat" 14 "d" 364 "5"
"8734" "15.dat" 2 "d" 476 "1"
"8735" "15.dat" 2 "d" 438 "2"
"8736" "15.dat" 2 "d" 361 "3"
"8737" "15.dat" 2 "d" 368 "4"
"8738" "15.dat" 2 "d" 558 "5"
"8804" "16.dat" 22 "a" 1089 "1"
"8805" "16.dat" 22 "a" 817 "2"
"8806" "16.dat" 22 "a" 454 "3"
"8807" "16.dat" 22 "a" 500 "4"
"8808" "16.dat" 22 "a" 1044 "5"
"8896" "16.dat" 13 "d" 686 "1"
"8897" "16.dat" 13 "d" 591 "2"
"8898" "16.dat" 13 "d" 502 "3"
"8899" "16.dat" 13 "d" 738 "4"
"8900" "16.dat" 13 "d" 1347 "5"
"8958" "16.dat" 21 "d" 1351 "1"
"8959" "16.dat" 21 "d" 863 "2"
"8960" "16.dat" 21 "d" 500 "3"
"8961" "16.dat" 21 "d" 636 "4"
"8962" "16.dat" 21 "d" 2904 "5"
"8991" "16.dat" 2 "a" 954 "1"
"8992" "16.dat" 2 "a" 863 "2"
"8993" "16.dat" 2 "a" 545 "3"
"89941" "16.dat" 2 "a" 636 "4"
"89951" "16.dat" 2 "a" 817 "5"
"9026" "16.dat" 23 "b" 590 "1"
"9027" "16.dat" 23 "b" 1044 "2"
"9028" "16.dat" 23 "b" 590 "3"
"9029" "16.dat" 23 "b" 726 "4"
"9030" "16.dat" 23 "b" 545 "5"
"9049" "16.dat" 10 "a" 590 "1"
"9050" "16.dat" 10 "a" 590 "2"
"9051" "16.dat" 10 "a" 455 "3"
"9052" "16.dat" 10 "a" 455 "4"
"9053" "16.dat" 10 "a" 636 "5"
"9083" "16.dat" 9 "d" 567 "1"
"9084" "16.dat" 9 "d" 908 "2"
"90851" "16.dat" 9 "d" 519 "3"
"90861" "16.dat" 9 "d" 664 "4"
"90871" "16.dat" 9 "d" 568 "5"
"91651" "16.dat" 11 "b" 768 "1"
"91661" "16.dat" 11 "b" 770 "2"
"91671" "16.dat" 11 "b" 600 "3"
"91681" "16.dat" 11 "b" 905 "4"
"91691" "16.dat" 11 "b" 961 "5"
"9203" "16.dat" 1 "d" 726 "1"
"9204" "16.dat" 1 "d" 500 "2"
"9205" "16.dat" 1 "d" 455 "3"
"9206" "16.dat" 1 "d" 545 "4"
"9207" "16.dat" 1 "d" 545 "5"
"9295" "16.dat" 6 "a" 1951 "1"
"9296" "16.dat" 6 "a" 1134 "2"
"9297" "16.dat" 6 "a" 1253 "3"
"9298" "16.dat" 6 "a" 1044 "4"
"9299" "16.dat" 6 "a" 817 "5"
"93291" "16.dat" 24 "c" 726 "1"
"93301" "16.dat" 24 "c" 726 "2"
"93311" "16.dat" 24 "c" 772 "3"
"93321" "16.dat" 24 "c" 1679 "4"
"93331" "16.dat" 24 "c" 500 "5"
"9347" "16.dat" 3 "b" 681 "1"
"9348" "16.dat" 3 "b" 1016 "2"
"9349" "16.dat" 3 "b" 501 "3"
"9350" "16.dat" 3 "b" 502 "4"
"9351" "16.dat" 3 "b" 505 "5"
"9410" "16.dat" 5 "d" 419 "1"
"9411" "16.dat" 5 "d" 419 "2"
"9412" "16.dat" 5 "d" 418 "3"
"9413" "16.dat" 5 "d" 428 "4"
"9414" "16.dat" 5 "d" 486 "5"
"94501" "16.dat" 8 "c" 534 "1"
"94511" "16.dat" 8 "c" 646 "2"
"94521" "16.dat" 8 "c" 586 "3"
"94531" "16.dat" 8 "c" 586 "4"
"94541" "16.dat" 8 "c" 446 "5"
"9487" "16.dat" 4 "c" 908 "1"
"9488" "16.dat" 4 "c" 726 "2"
"9489" "16.dat" 4 "c" 545 "3"
"9490" "16.dat" 4 "c" 681 "4"
"9491" "16.dat" 4 "c" 1753 "5"
"9522" "16.dat" 12 "c" 500 "1"
"9523" "16.dat" 12 "c" 545 "2"
"9524" "16.dat" 12 "c" 545 "3"
"9525" "16.dat" 12 "c" 681 "4"
"9526" "16.dat" 12 "c" 590 "5"
"9634" "16.dat" 16 "c" 610 "1"
"9635" "16.dat" 16 "c" 1000 "2"
"9636" "16.dat" 16 "c" 441 "3"
"9637" "16.dat" 16 "c" 556 "4"
"9638" "16.dat" 16 "c" 499 "5"
"96501" "16.dat" 14 "a" 671 "1"
"96511" "16.dat" 14 "a" 738 "2"
"96521" "16.dat" 14 "a" 449 "3"
"96531" "16.dat" 14 "a" 561 "4"
"96541" "16.dat" 14 "a" 617 "5"
"9695" "16.dat" 18 "a" 636 "1"
"9696" "16.dat" 18 "a" 923 "2"
"9697" "16.dat" 18 "a" 528 "3"
"9698" "16.dat" 18 "a" 634 "4"
"9699" "16.dat" 18 "a" 1158 "5"
"9744" "16.dat" 20 "c" 771 "1"
"9745" "16.dat" 20 "c" 772 "2"
"9746" "16.dat" 20 "c" 499 "3"
"9747" "16.dat" 20 "c" 545 "4"
"9748" "16.dat" 20 "c" 2858 "5"
"9789" "16.dat" 15 "b" 573 "1"
"9790" "16.dat" 15 "b" 681 "2"
"9791" "16.dat" 15 "b" 500 "3"
"9792" "16.dat" 15 "b" 545 "4"
"9793" "16.dat" 15 "b" 590 "5"
"9870" "16.dat" 19 "b" 509 "1"
"9871" "16.dat" 19 "b" 676 "2"
"9872" "16.dat" 19 "b" 621 "3"
"9873" "16.dat" 19 "b" 453 "4"
"9874" "16.dat" 19 "b" 395 "5"
"9939" "16.dat" 7 "b" 528 "1"
"9940" "16.dat" 7 "b" 529 "2"
"9941" "16.dat" 7 "b" 532 "3"
"9942" "16.dat" 7 "b" 585 "4"
"9943" "16.dat" 7 "b" 760 "5"
"9980" "16.dat" 17 "d" 547 "1"
"9981" "16.dat" 17 "d" 601 "2"
"9982" "16.dat" 17 "d" 421 "3"
"9983" "16.dat" 17 "d" 360 "4"
"9984" "16.dat" 17 "d" 484 "5"
"100561" "17.dat" 2 "b" 1117 "1"
"100571" "17.dat" 2 "b" 818 "2"
"100581" "17.dat" 2 "b" 470 "3"
"100591" "17.dat" 2 "b" 538 "4"
"100601" "17.dat" 2 "b" 1351 "5"
"10076" "17.dat" 10 "b" 560 "1"
"10077" "17.dat" 10 "b" 497 "2"
"10078" "17.dat" 10 "b" 486 "3"
"10079" "17.dat" 10 "b" 1441 "4"
"10080" "17.dat" 10 "b" 1943 "5"
"10111" "17.dat" 16 "d" 493 "1"
"10112" "17.dat" 16 "d" 2142 "2"
"10113" "17.dat" 16 "d" 410 "3"
"10114" "17.dat" 16 "d" 545 "4"
"10115" "17.dat" 16 "d" 2995 "5"
"10145" "17.dat" 4 "d" 409 "1"
"10146" "17.dat" 4 "d" 908 "2"
"10147" "17.dat" 4 "d" 455 "3"
"10148" "17.dat" 4 "d" 455 "4"
"10149" "17.dat" 4 "d" 908 "5"
"10178" "17.dat" 1 "a" 545 "1"
"10179" "17.dat" 1 "a" 347 "2"
"10180" "17.dat" 1 "a" 364 "3"
"10181" "17.dat" 1 "a" 364 "4"
"10182" "17.dat" 1 "a" 998 "5"
"10240" "17.dat" 3 "c" 1122 "1"
"102411" "17.dat" 3 "c" 559 "2"
"102421" "17.dat" 3 "c" 559 "3"
"102431" "17.dat" 3 "c" 423 "4"
"102441" "17.dat" 3 "c" 421 "5"
"10285" "17.dat" 15 "c" 2543 "1"
"10286" "17.dat" 15 "c" 592 "2"
"10287" "17.dat" 15 "c" 433 "3"
"10288" "17.dat" 15 "c" 2043 "4"
"10289" "17.dat" 15 "c" 442 "5"
"10337" "17.dat" 11 "c" 1316 "1"
"10338" "17.dat" 11 "c" 545 "2"
"10339" "17.dat" 11 "c" 863 "3"
"10340" "17.dat" 11 "c" 2178 "4"
"10341" "17.dat" 11 "c" 407 "5"
"10396" "17.dat" 17 "a" 727 "1"
"10397" "17.dat" 17 "a" 726 "2"
"10398" "17.dat" 17 "a" 364 "3"
"10399" "17.dat" 17 "a" 454 "4"
"10400" "17.dat" 17 "a" 590 "5"
"104521" "17.dat" 8 "d" 603 "1"
"104531" "17.dat" 8 "d" 536 "2"
"104541" "17.dat" 8 "d" 453 "3"
"10455" "17.dat" 8 "d" 689 "4"
"10456" "17.dat" 8 "d" 2194 "5"
"10499" "17.dat" 19 "c" 1235 "1"
"10500" "17.dat" 19 "c" 540 "2"
"10501" "17.dat" 19 "c" 385 "3"
"10502" "17.dat" 19 "c" 391 "4"
"10503" "17.dat" 19 "c" 387 "5"
"10573" "17.dat" 6 "b" 590 "1"
"10574" "17.dat" 6 "b" 409 "2"
"10575" "17.dat" 6 "b" 454 "3"
"10576" "17.dat" 6 "b" 545 "4"
"10577" "17.dat" 6 "b" 526 "5"
"10605" "17.dat" 13 "a" 545 "1"
"10606" "17.dat" 13 "a" 454 "2"
"10607" "17.dat" 13 "a" 364 "3"
"10608" "17.dat" 13 "a" 500 "4"
"10609" "17.dat" 13 "a" 500 "5"
"10675" "17.dat" 14 "b" 837 "1"
"10676" "17.dat" 14 "b" 1792 "2"
"10677" "17.dat" 14 "b" 457 "3"
"10678" "17.dat" 14 "b" 1061 "4"
"10679" "17.dat" 14 "b" 832 "5"
"10708" "17.dat" 18 "b" 613 "1"
"10709" "17.dat" 18 "b" 693 "2"
"10710" "17.dat" 18 "b" 386 "3"
"10711" "17.dat" 18 "b" 539 "4"
"10712" "17.dat" 18 "b" 538 "5"
"10799" "17.dat" 20 "d" 495 "1"
"10800" "17.dat" 20 "d" 828 "2"
"10801" "17.dat" 20 "d" 408 "3"
"10802" "17.dat" 20 "d" 496 "4"
"10803" "17.dat" 20 "d" 408 "5"
"10879" "17.dat" 23 "c" 561 "1"
"10880" "17.dat" 23 "c" 777 "2"
"10881" "17.dat" 23 "c" 546 "3"
"10882" "17.dat" 23 "c" 2877 "4"
"10883" "17.dat" 23 "c" 544 "5"
"10912" "17.dat" 24 "d" 488 "1"
"10913" "17.dat" 24 "d" 1105 "2"
"10914" "17.dat" 24 "d" 393 "3"
"10915" "17.dat" 24 "d" 713 "4"
"10916" "17.dat" 24 "d" 476 "5"
"10946" "17.dat" 9 "a" 651 "1"
"10947" "17.dat" 9 "a" 1534 "2"
"10948" "17.dat" 9 "a" 333 "3"
"10949" "17.dat" 9 "a" 411 "4"
"10950" "17.dat" 9 "a" 410 "5"
"110201" "17.dat" 5 "a" 820 "1"
"110211" "17.dat" 5 "a" 589 "2"
"110221" "17.dat" 5 "a" 419 "3"
"110231" "17.dat" 5 "a" 419 "4"
"110241" "17.dat" 5 "a" 578 "5"
"11081" "17.dat" 22 "b" 500 "1"
"11082" "17.dat" 22 "b" 482 "2"
"11083" "17.dat" 22 "b" 364 "3"
"11084" "17.dat" 22 "b" 364 "4"
"11085" "17.dat" 22 "b" 545 "5"
"11130" "17.dat" 12 "d" 364 "1"
"11131" "17.dat" 12 "d" 590 "2"
"11132" "17.dat" 12 "d" 391 "3"
"11133" "17.dat" 12 "d" 500 "4"
"11134" "17.dat" 12 "d" 364 "5"
"111881" "17.dat" 21 "a" 661 "1"
"111891" "17.dat" 21 "a" 490 "2"
"111901" "17.dat" 21 "a" 491 "3"
"111911" "17.dat" 21 "a" 246 "4"
"111921" "17.dat" 21 "a" 572 "5"
"11212" "17.dat" 7 "c" 1325 "1"
"11213" "17.dat" 7 "c" 578 "2"
"11214" "17.dat" 7 "c" 412 "3"
"11215" "17.dat" 7 "c" 500 "4"
"11216" "17.dat" 7 "c" 2641 "5"
"11305" "18.dat" 14 "c" 1537 "1"
"11306" "18.dat" 14 "c" 1537 "2"
"11307" "18.dat" 14 "c" 679 "3"
"11308" "18.dat" 14 "c" 859 "4"
"11309" "18.dat" 14 "c" 995 "5"
"11351" "18.dat" 4 "a" 769 "1"
"11352" "18.dat" 4 "a" 905 "2"
"11353" "18.dat" 4 "a" 859 "3"
"11354" "18.dat" 4 "a" 886 "4"
"11355" "18.dat" 4 "a" 995 "5"
"11374" "18.dat" 7 "d" 814 "1"
"11375" "18.dat" 7 "d" 633 "2"
"11376" "18.dat" 7 "d" 995 "3"
"11377" "18.dat" 7 "d" 543 "4"
"11378" "18.dat" 7 "d" 498 "5"
"11406" "18.dat" 16 "a" 905 "1"
"11407" "18.dat" 16 "a" 769 "2"
"11408" "18.dat" 16 "a" 1628 "3"
"11409" "18.dat" 16 "a" 1673 "4"
"11410" "18.dat" 16 "a" 1131 "5"
"11474" "18.dat" 18 "c" 498 "1"
"11475" "18.dat" 18 "c" 453 "2"
"11476" "18.dat" 18 "c" 453 "3"
"11477" "18.dat" 18 "c" 408 "4"
"11478" "18.dat" 18 "c" 408 "5"
"11507" "18.dat" 21 "b" 860 "1"
"11508" "18.dat" 21 "b" 662 "2"
"11509" "18.dat" 21 "b" 724 "3"
"11510" "18.dat" 21 "b" 498 "4"
"11511" "18.dat" 21 "b" 498 "5"
"11596" "18.dat" 8 "a" 544 "1"
"11597" "18.dat" 8 "a" 905 "2"
"115981" "18.dat" 8 "a" 498 "3"
"115991" "18.dat" 8 "a" 543 "4"
"116001" "18.dat" 8 "a" 2986 "5"
"11653" "18.dat" 12 "a" 544 "1"
"11654" "18.dat" 12 "a" 860 "2"
"11655" "18.dat" 12 "a" 408 "3"
"11656" "18.dat" 12 "a" 543 "4"
"11657" "18.dat" 12 "a" 498 "5"
"11675" "18.dat" 11 "d" 769 "1"
"11676" "18.dat" 11 "d" 1900 "2"
"11677" "18.dat" 11 "d" 1584 "3"
"11678" "18.dat" 11 "d" 634 "4"
"11679" "18.dat" 11 "d" 724 "5"
"11708" "18.dat" 22 "c" 724 "1"
"11709" "18.dat" 22 "c" 634 "2"
"11710" "18.dat" 22 "c" 589 "3"
"11711" "18.dat" 22 "c" 843 "4"
"11712" "18.dat" 22 "c" 589 "5"
"11742" "18.dat" 24 "a" 815 "1"
"11743" "18.dat" 24 "a" 679 "2"
"11744" "18.dat" 24 "a" 436 "3"
"11745" "18.dat" 24 "a" 453 "4"
"11746" "18.dat" 24 "a" 498 "5"
"11777" "18.dat" 17 "b" 679 "1"
"11778" "18.dat" 17 "b" 679 "2"
"11779" "18.dat" 17 "b" 588 "3"
"11780" "18.dat" 17 "b" 543 "4"
"11781" "18.dat" 17 "b" 543 "5"
"11802" "18.dat" 5 "b" 1009 "1"
"11803" "18.dat" 5 "b" 623 "2"
"11804" "18.dat" 5 "b" 371 "3"
"11805" "18.dat" 5 "b" 498 "4"
"118061" "18.dat" 5 "b" 375 "5"
"118631" "18.dat" 10 "c" 589 "1"
"118641" "18.dat" 10 "c" 634 "2"
"118651" "18.dat" 10 "c" 543 "3"
"118661" "18.dat" 10 "c" 724 "4"
"118671" "18.dat" 10 "c" 498 "5"
"11944" "18.dat" 1 "b" 815 "1"
"11945" "18.dat" 1 "b" 543 "2"
"11946" "18.dat" 1 "b" 951 "3"
"11947" "18.dat" 1 "b" 707 "4"
"11948" "18.dat" 1 "b" 1132 "5"
"119831" "18.dat" 19 "d" 408 "1"
"119841" "18.dat" 19 "d" 951 "2"
"119851" "18.dat" 19 "d" 408 "3"
"119861" "18.dat" 19 "d" 634 "4"
"11987" "18.dat" 19 "d" 499 "5"
"12053" "18.dat" 2 "c" 720 "1"
"12054" "18.dat" 2 "c" 832 "2"
"12055" "18.dat" 2 "c" 824 "3"
"12056" "18.dat" 2 "c" 1412 "4"
"12057" "18.dat" 2 "c" 975 "5"
"12079" "18.dat" 3 "d" 996 "1"
"12080" "18.dat" 3 "d" 1023 "2"
"12081" "18.dat" 3 "d" 634 "3"
"12082" "18.dat" 3 "d" 634 "4"
"12083" "18.dat" 3 "d" 498 "5"
"12110" "18.dat" 20 "a" 888 "1"
"12111" "18.dat" 20 "a" 1901 "2"
"12112" "18.dat" 20 "a" 996 "3"
"12113" "18.dat" 20 "a" 815 "4"
"121141" "18.dat" 20 "a" 1494 "5"
"12149" "18.dat" 13 "b" 526 "1"
"12150" "18.dat" 13 "b" 634 "2"
"12151" "18.dat" 13 "b" 634 "3"
"12152" "18.dat" 13 "b" 725 "4"
"12153" "18.dat" 13 "b" 1086 "5"
"122941" "18.dat" 6 "c" 634 "1"
"122951" "18.dat" 6 "c" 679 "2"
"122961" "18.dat" 6 "c" 453 "3"
"122971" "18.dat" 6 "c" 453 "4"
"122981" "18.dat" 6 "c" 453 "5"
"12338" "18.dat" 15 "d" 465 "1"
"12339" "18.dat" 15 "d" 467 "2"
"12340" "18.dat" 15 "d" 466 "3"
"12341" "18.dat" 15 "d" 469 "4"
"12342" "18.dat" 15 "d" 352 "5"
"12415" "18.dat" 23 "d" 679 "1"
"12416" "18.dat" 23 "d" 725 "2"
"12417" "18.dat" 23 "d" 544 "3"
"12418" "18.dat" 23 "d" 589 "4"
"12419" "18.dat" 23 "d" 679 "5"
"12468" "18.dat" 9 "b" 544 "1"
"12469" "18.dat" 9 "b" 499 "2"
"12470" "18.dat" 9 "b" 499 "3"
"12471" "18.dat" 9 "b" 454 "4"
"12472" "18.dat" 9 "b" 408 "5"
"12554" "19.dat" 22 "d" 544 "1"
"12555" "19.dat" 22 "d" 572 "2"
"12556" "19.dat" 22 "d" 635 "3"
"12557" "19.dat" 22 "d" 635 "4"
